,title,content
1488,,페이스북 인스타그램 하지말까나…갑자기 하기 싫어하는 마음이 생겨서…
1489,,죽고싶다죽고싶다죽고싶다죽고싶다죽고싶다죽고싶어죽고싶어죽고싶어죽고싶어죽고싶어죽고싶어죽고싶어죽고싶다고죽고싶어죽고싶어죽고싶다죽고싶다죽고싶다죽고싶다죽고싶다***
1490,,남자친구가 변한걸 아는데 좋아하는마음이 커져서 못헤어지겠어요.. 자꾸 상처받고 혼자 끙끙거리는거 힘들고 이런거 보면 헤어져야 하는걸 아는데 쉽지가 않아요 제마음 저도 모르겠어요 너무 줏대없는거같고 그냥 힘듭니다
1491,,아무도 모르는곳으로 도망가고 싶다
1492,,"금요일 저녁부터 기분이 안 좋았다. 정신과 약을 먹고 잠들었고, 주말에도 종일 잤다. 저녁 4시쯤 되어서야 완전히 깨서 약을 먹고 침대에서 뒹굴거리며 웹서핑과 게임을 반복했다. 웹서핑도 게임도 전혀 즐겁지 않았고 모든 활동이 무의미하게 느껴졌다. 자해가 하고 싶어서 커터칼로 손목을 그으려다 이제 날이 더워져 반팔을 입어야 한다는 걸 깨닫고 그만두었다. 칼끝이 살갗에 닿아 살짝 베인 상처는 혹여 누군가 물어본다 하더라도 손톱에 긁혀 난 상처라 둘러대면 될 정도여서 안심했다. 정신과 약을 먹은 이후로 식욕이 없어져서(약의 부작용이다) 계란후라이 한장을 대충 숟가락으로 퍼먹고 샤워를 하다 울었다. 죽고 싶었다. 내가 가족에게 짐만 되는 것 같고 앞날이 비참하기만 할 것 같았다. 물줄기로 눈물에 젖은 얼굴을 씻어내며 욕실에서 나왔다. 방에 들어가면서 월요일 오후에는 다시 정신과에 들러야겠다고 생각했다."
1493,,내 삶의 끝이 자꾸 보이는데 고통스럽다. 희망이 없다. 어차피 죽는거 빨리 가냐 늦게 가냐 차이일뿐. 벗어나고 싶다.
1494,,정신병원 비용 얼마나 되냐 엄청 비싸대서 쫄림
1495,,요즘 이유 없이 우울하고 불안해하는데 왜 이럴까요?
1496,,조울증을 앓기 시작한 게 몇 년 전인지 모르겠다. 병원에서 6개월째 치료 중인데 아직 차도는 없는 것 같다. 다만 증상들은 확실하게 완화가 된다. 조울증 치료는 오래 걸린다고 하는데... 최근에는 조-울 중에서 울 상태가 되어 많이 힘들었다. 이것도 약 먹고 대체로 괜찮아졌다. 그래도 가끔가끔 드는 우울감에 과거의 나에 대한 연민이 겹치니 좀 서럽고 울고 싶을 때가 있다.
1497,힘들다는 말을 할 수 있는 사람이 없어요,지금 20대 후반인데요. 나이도 있어서 가족들이나 친구들한테 힘든걸 말하기가 어려워요. 그냥 심리적으로 힘들어서 위로받고 싶은데 누구한테 말할 사람이 없어요 위로받고 싶어요
1498,이런 고민으로 상담을 받아도 될까요..?,"얼마 전에 대인관계로 크게 힘들었는데 제 성격이 한번 힘들었다가 또 묻어두며 괜찮아 지기도 하는 편이라.. 요새는 좀 괜찮게 지내는 거 같아요 그런데 다음에 또 갑자기 힘든게 터지면 어떡하지 걱정도 되고, 발표같이 남들 앞에 나서는 것도 무섭고 어떻게 남들에게 다가가야할지도 어려워서 극복하고 싶다는.. 사소해 보이는 고민으로 상담 받아도 되는 걸까요...?"
1499,,원래 기립성 저혈압도 있고 부정맥도 있는데... 요즘...누웠다가 일어 나거나 앉아 있다가 일어 나면 심장이 갑자기 빨리 뛰고 숨차고... 서 있기가 힘들다.. 하루에도 몇번씩....그래도 난 이대로 그냥..... 있고 싶다.... ...........
1500,"정년퇴직을 앞둔 어머니, 어떻게 도울 수 있을까요?","어머니께서 곧 정년퇴직을 앞두고 계십니다. 예전에는 잘 몰랐지만 사회생활을 하며 보이는 것들이 몇 있더라구요. 예를 들어 하루가 고된날엔 무언가 사서 들어간다거나, 다른사람 이야기인듯 내 얘기를 지인들에게 한다거나, 초록병을 찾는다거나 등등을 겪다 보니 정말 미웠던 어머니지만 돌아보니 어머니가 대단하다고 느껴졌어요. 저는 아직 어려서 해보고싶은것도 많고 해야 할 일도 많은데 부모님 같은 경우는 평생 한 일을 하다가 갑자기 그만두어야 하는거잖아요? 생각을 해보니 그 상실감 또한 엄청 크실 것 같더라구요. 특히 저의 어머니는 걱정도 두려움도 많으신 분인데 요즘들어 퇴근 후 티비를 보시다가 거실에서 새벽늦게 주무시는 일들이 빈번하고, 부정적인 말씀도 부쩍 늘고, 또 그런 모습을 본인이 힘들어하시는게 눈에 보입니다.. 잘은 모르겠지만 약간의 우울감도 보이는 것 같아요.. 사실은 저도 아직 안정적인 상태가 아니고 최대한 세상을 밝게 바라보고 살려고 노력중인 사람인데 그래도 자식된 도리로 지금까지는 제가 항상 들어드렸거든요. 하지만 아무래도 저는 전문적으로 알고있는 것이 하나도 없고 또 아직은 기댈곳이 필요하다고 생각하다 갑자기 제가 기댈곳이 되어야 한다고 생각하니 그 부담감이 굉장히 큽니다. 제일 걱정인게 혹시나 제가 욱해서 어머니가 상처받으시는 일은 없으실지 정말 고민이 됩니다ㅠㅠㅠ. 어디 털어놓을 곳도 없어서 이렇게 주저리주저리 썼네요.. (우울감을 갖고계신)정년퇴직을 앞두신 어머니, 자식의 입장에서 어떻게 도울 수 있을까요?"
1501,,서로 속마음을 털어놓고 공감한게 아니라 그냥 내 치부를 보인거구나..
1502,,https://youtu.be/xDF93wL-v4A MZ세대의 요구 존대 경청 인정 행동 파트너십 보상 💌서로 입장이 달라서 지인이라 부르는 지인블로그에서 가져왔어요~ . . . . . 희한하네 내가 행동으로는 표출을 못해도 생각은 mz세대처럼 하는데? 그리고 이 학원 전에는 행동도 그렇게 했었고 말로는 표현 안했지만 그래서 일년 다니는게 몇번 안되고 하니까 스님 말씀대로 적어도 3년은 버티자 해서 이학원에서 처음 그렇게 오래 버티기 시작한건데 미술학원 원장들이야 mz처럼 생각하고 요구하는게 자기들한테 이득이 안되니까 무시하는거고 그래서 내생각의 틀과 안맞아서 계속 머리속에선 스트레스가 쌓이는건가... 헐 ....이게 문제네 원장샘을 발견하고 그러고 싶지가 않다 힘드시겠네요  그런공감도 원장샘이 스트레스 안줄때 그런 생각이 드는거지 참 골치아픈 문제야 내 역부족인데 정말 별일없이 하루가 지나갈때나 가능하지 사소한 걸로도 말을 좋게 안하는데 그러고 싶은 기분이 드나 내가 스트레스가 만땅인데 공감하고 싶은 기분이 되냐고 뭐냐 그런거 할수 있는 당신들은 성자야? 난 못하겠는데? 기대치가 너무 높네 ... 하여튼 어쨌든 내가 원장샘 변덕을 감당할 수가 없다 인내가 사라지고 있는 기분이야 어쩌면 이것도 일기장에다 억울한걸 계속 쓰다보면 희석돼서 다시 새롭게 시작할 수 있지 않을까 싶기도 하고 그럼 열심히 내편드는걸 해야겠네 죄책감이 일던말던 나는 그럴만하다 하고 하여튼 새로운거 또 알게 돼서 좋음~ : ) Ps. 그리고 상담결제약속 미뤄서 미안해요 평온한 주말 감사해요~ 도움되는 영상 고마워요~ 칭찬할꺼리가 뭐가 있지?🤔 그런데 내 인생의 나쁜경험들이 다 좋은 결과로 변했어 라는 생각이 들었어요 그래서 긍정적인 생각을 한 나를 칭찬하겠어~ㅋㅋ 만족스러움 😁 그리고 일기장에다 내편들기 꾸준히 하는걸로 결정한것도 ㅎ : ) ✌🤗👋
1503,,도망치고 싶은데 도망칠곳이 없네요 ㅋㅋㅋㅋㅠㅠㅠㅠ
1504,,"이곳에 올라온 글들을 보다 문뜩 든 생각인데 빛과 어둠은 늘 같이가는거 알지? 내가 끝없이 어두운 밑바닥으로 떨어지고 있고 그만살고 싶다는. 생각이들때도 있지만, 언젠가 세상이 한없이 밝을때가 분명온다.우울한날들을 버텨서 마침내 다행이라는걸 깨닫게 될때까지 하루하루 흘려보내. 고마워,정말로 대단한 일이야.하루를 버텨간다는게 다들 고생했다고 진심으로 응원하고 있다는걸 알아줬음 좋겠어.내일도 힘내들"
1505,,"허상과 현실의 끝자락, 난 그 중간에 있어"
1506,,내가 많이 살아온건 아니지만 여러가지 일들을 많이 겪어본것 같다 우울증 조현병 남자친구의 바람 도덕적이지않은관계 왜 나는 그런남자친구를 빨리 끊지못햇는가 아무래도 정때문이었겟지 하지만 관계는 끝났고 해방됨을 느낄수있었다 후회한들뭣하겟는가 다 지나간일인것을 남자라면 치가 떨리는 지금이다 나와 생각이 비슷한사람 추구하는 방향이 같은사람 계속 발전해가는걸 두려워하지않는사람 그런사람을 만나고 싶다 친구든 이성친구든 비슷한사람끼리 만나야 피곤하지않다
1507,제가 남자친구를 숨막히게 하는거 같아요,남자친구랑 싸울 때 싸우는 주제가 다 남자친구 때문에 일어나는 거면 어떡하나요? 1.술(술 관련된 주변 친구들 저절로 포함) 2.연락 다른 주제로 남자친구한테 잔소리나 서로 의견대립으로 싸운 적이 없어요 항상 싸우는 이유가 저 두가지 때문에 싸우고 술에 관련돼서 싸우는게 많은데 그렇게 되면서 남자친구는 저한테 꾸중듣는 상황이 만들어져요 남자친구는 저에게 잔소리 한 적이 단 한 번도 없어요 전 술도 안 마시고 남사친도 없고 집순이라 친구도 거의 안 만나서 행동반경이 뻔하거든요 근데 제가 자꾸 싫은소리 하고 남자친구는 꾸중듣는 상황이 많이 연출된다면 남자입장에서 그런 싸움이 잦아지면 숨막혀 할 거 같은데 어떻게 해야하나요...? 참 힘들어요
1508,,"오늘은 참 일이 많은 날이야 어제의 나도 오늘의 나도 참 많이 다름을 느껴 시시각각 변하는 감정에 차이가 있다면 내가 그걸 숨기는 정도일까 괜찮아졌다고 말하지만 은연중에 아닌걸 알아 나아진건 확실하지만 그렇다고 멀쩡해진것은 아닌걸 알아 낮에는 웃고 떠들며 많을 일을 겪어 확실히 웃음도 늘고 걱정도 줄었지 다만 해소되지 못한 것은 아직 꺼내지 못한 내 초등학교 시절 이야기와, 그보다 더 흐릿한 중학교1학년 시절 이야기. 많았던 갈등사이, 난 많이 변했어 어쩌면 어른이 되어가고 있는것일지도 물렀던 땅이 조금은 단단해지고, 얕지만 아문 흉터도 생겼어. 누구나 숨기고 살아가는 모든것을, 너무 일찍 배우는 느낌이라 괜히 억울하기도해 나만 그런게 아닌걸 알면서도 나만 그런것 같기도... 어쭙잖은 친구의 동정을 듣다보면 괜히 우습기도 해. 미안하지만, 네가 뭘안다고... 사람들은 다 그런가? 아니, 다 그런것 같아 양면성은 숨길수 없는 인간의 본성이지 나도 마찬가지고 오랜시일 이곳을 찾지 않았어 그만큼 상처는 늘지 않았고 만들지도 않으려 발악했지 사랑을 바라면서 정작 난 사랑을 주고있지 않았어 모순적이게도, 이상하게도 요즘은 자꾸 그런생각이 들어 괜히 예술가가 되고싶다는 생각. 작곡가도, 작사가도, 가수도, 배우도, 무대디자이너도 말이야 무대에 서서 보이고 싶어 아무일없던 어린날처럼 어쩌면 난 그때가 그리운걸지도 몰라 그땐, 괜찮았으니까 난 완벽주의자야 여전히 실패가 두렵고 나를 등돌리는 시선들이 두려워 그리고 그게 내 눈앞에서도 일어나지 않았으면 좋겠어 난 거절에 취약하거든 거절당하는게 무서워서 피해버리기나 하고 말이야... 우울증이라.... 어느정도는 몰아낸것같아 하지만 비슷한일이 닥치면 패닉이 와버려 오늘처럼. 끔찍하게도, 난 누군가 싸우는걸 보기만하는 무력감이 증오스러워 그래서 이렇게 발악하나봐 지켜보겠다고 지킬게 생기면, 잠시 괜찮아짐을 알거든 마치 중독처럼. 통증을 잊게하는 그런."
1509,,"무기력증이 우울증이라는 친구도 같이 불러오네요. 아무것도 하기싫어서 아르바이트 안한지도 1년정도 되어가는데 돈 아까워서 머리도 안자르게 되고 귀찮아서 면도도 잘 안하게되서 점점 초췌해지고 자신을 꾸미는(옷등) 모든 일을 멈추게 되네요 .. 새로운 사람을 만난다던지, 연애는 꿈도 꾸지 못하고 10년넘은 친구들에게 오는연락도 몇달째 아에 무시하고 안받고 있구요. 당장 커피한잔 할돈도 없고 만나면 뭐하고 사냐는 대화주제는 꼭 나올텐데 할 말도 없구요. 고쳐야하는건 알지만 무언가를 시작하기가 쉽지 않네요 육체적이나,정신적으로 고생하고 상처받고 싶지 않아요"
1510,,이렇게 망가진 내가 너를 좋아해도 될까?
1511,사람들과 만나고 집에 오면,"사람들과 만나고 집에 오면 그날의 제가 말을 한 것에 대해 나중에 문제가 생기진 않을까 하는 두려움이 있어요 트라우마때문에 더 심해진 것 같은데, 말 실수를 한 건 아니고 그냥 일상적인 대화여도 괜히 너무 사생활을 이야기했나 싶기도하고 나중에 혹여 안좋은 일이 생길까 두려워요 그러면서도 친한 친구가 생겼으면 하고 그래요 타인은 나에게 그만한 관심이 없다고 하더라도 조금 어렵네요"
1512,,안녕하세요 저는 24살 남자 청년 입니다 저는 남들과 다르게 다른 길을 걸으면서 살아왔습니다 저는 13살 이라는 어린나이에 음악이라는 길을 걷기 시작했습니다 이유는 1950년대 Rock And Roll Music Group Beatles (로큰롤 음악 그룹 비틀즈) George Harrison (조지 해리슨)이 기타 치는 모습을 보고 음악에 빠지게 되었습니다 처음 음악을 시작했을때는 재미가 있었고 저에게는 음악이 없으면 안된다 라는 것을 알게 되었습니다 차에는 기름이 들어가듯이 사람에게는 술이 들어가야만 하는것처럼 저에게 음악은 유일한 마약 같은 존재였습니다 그만큼 음악이 마약 중독되는 것 처럼 없어서 안될 존재 였습니다 저는 중3때 미국 LA 캘리포니아 라스베가스 샌프란시스코 공연을 최연소로 다녀왔었습니다 그러고 저는 예술고등학교 실용음악과를 진학하게 되었죠 고등학교 생활은 저에게는 최악중에서도 역대급 최악이었습니다 학교 다니기가 굉장히 싫었고 삶의 의욕을 잃은지도 어느덧 7년? 8년?이 지났습니다 그토록 좋아하던 음악으로 예술고등학교를 진학했는데 죽어라 죽어라 치던 기타까지 치기 싫어졌습니다 그러고 우울함 침울함 암울함 어둠속에 갇히고 말았고 저는 마음의 문을 굳게 닫고 말았습니다 지금도 마음의 문은 열기조차 싫습니다 심지어 살기도 싫죠 마음의 문을 닫은 제가 친구때문에 대학을 진학하게 되었습니다 대학을 가서도 적응도 못하고 혼자 지내고 했었습니다 물론 지금도 혼자 지내고 있습니다 마음의 문을 굳게 닫아버린 저는 친구가 이때까지 해온 음악은 아깝지도 않냐? 니가 그토록 존경하던 뮤지션 이자 기타리스트 George Harrison은? 어떻게 할거냐? 라고 물어보던 친구는 저보고 음악포기 하지말고 끝까지 해라고 했습니다 근데 그러고 보니 음악생활만 11년째 해온 제 자신도 신기할 뿐 입니다 저는 솔직히 마음의 문을 닫고 생활한지 어느덧 8년이 되었고 주변에서는 저에게 연애는 안하냐?? 라는 이런 얘기들을 많이 꺼내는데 그럴때 만큼은 갈기갈기 찢어버리고 싶다라는 생각밖에 안듭니다 연애는 하고 싶은데 안되는걸 나보고 어쩌라는건지 제 자신은 그냥 돌아버릴거 같습니다 솔직히 길바닥에 돌아댕기는 커플들 보면 저를 약올리는거 같다 라는 생각밖에 안들고 저는 밖에도 안나가고 어둠속에 갇히고 하염없이 눈물만 흘리고 있답니다 저는 이대로 어둠속에서 평생 살아야 되나요?? 왜 저한테만 이런 시련들이 생기나요?? 제가 뭐 잘못한거 있나요?? 나한테 왜그러는거에요?? 이유가 뭐에요?? 죽일거면 그냥 제발 곱게 죽여주세요 부탁 드릴께요
1513,회피형 남자친구 어떤가요?,6개월 조금 넘게 만난 남자친구가 있는데 전 문제가 생겼을 때 대화를 많이해서 풀고싶고 그 과정에서 서로 생각도 듣고 서로 입장 바꿔 생각해보고 정확하게 뭐가 싫고 기분이 상했는지를 이야기 나누고 싶은데 남자친구는 지금까지 행동을 보면 회피형 같아요 말을 좀 아끼는 것 같아요 제가 뭐 땜에 화난 상황에서도 아무렇지 않은 척 대화걸며 그 문제를 넘어가고 싶어해요(능글맞은 건 아니예요) 근데 전 그 문제가 속에서 안 풀리잖아요 이런 회피형 남자에겐 맞는 여자가 있는걸까요? 아니면 저도 그냥 마음에 묻어두고 할 말 않고 남어가며 지내야 하는건가요? 며칠 전 제 잘못으로 싸우고 헤어졌는데 이대로 헤어질까 하다가 후회되는 점도 있고 아직 좋아하는 마음도 있어서 제가 반성하고 남자친구한테 길게 장문 카톡을 남겼어요 내가 ~했던 점 잘못했고 나 때문에 우리 사이가 멀어진 것 같아 후회스럽다 우리가 예전처럼 돌아갈 수 있을까? 내가 싫어졌거나 더이상 좋아하는 마음이 없으면 지금 끝내자 억지로 연락을 하거나 억지로 마음을 노력해야 한다면 지금 끝내자 더 정들기 전에 지금 끝내는게 나을지 어떻게 해야할지 나도 모르겠다 확실하게 하고싶어서 연락했다고 카톡 보내니 며칠 생각을 좀 갖자 하더라구요 그리고 3일 뒤 아무렇지 않게 나 지금 ~하고 집에 가는 중이라고 연락 오더라구요 저는 사과의 톡을 보냈지만 우리가 처음처럼 돌*** 못하고 조금이라도 서로 분위기를 눈치보게돼서 불편해지거나 마음을 노력하는게 있으면 다시 시작하고 싶은 마음은 없거든요 .... 계속 싸우는 근본적인 원인이 정리되지 않으면 또 싸우고 반복되고 또 헤어지고 우리의 앞으로에 대해 이야기도 좀 하고싶고 나누고 싶은 말은 많은데 항상 남자친구는 이런식? 이거 저거 얘기하는 게 되게 피곤해 하는 거 같아요 따지는 거 싫어하는 거 같아요 그래서 저도 참 어떻게 해야할 지 모르겠네요 여기서 또 제가 남자친구에게 이야기를 펼치면 되게 피곤해할거 같아서 그냥 없던 일 처럼 넘어가야 하는건지...차암 ... 서로에게 맞는 사람이 있는건지.... 모르겠어요
1514,,하는 꼴을 보고 있자면 답답하다. 그치만 나도 누군가에겐 답답한 사람일테니 그냥 그런가보다 해야 한다.
1515,,아무 문제 없는데 어쩐지 울고 싶은 기분
1516,,"오늘의 내가 너무 별로에요. -애견카페 갔는데 내 개가 다른 개를 뭄 (얼굴에 점 찍힌 정도로 피가 남. 연락처 주고 사과함) 내일 병원 가보고 연락준다고 했고, 사과했지만 너무 마음이 안 좋음.. -언니랑 사이가 안 좋았는데 아빠의 권유로 통화를 시도함. 잘 해결되는 듯 했으나 마지막에 뭔가 퉁명스럽게 전화를 끊은 것 같아 마음이 좋지 않음. -이 모든 것들을 어디 얘기할 곳이 필요했는지 남자친구에게 말했는데 남친은 지금 가장 바쁠 시기임.. 괜히 미안해짐.. -아빠한테 했던 나의 철없는 말들이 생각남. 오늘의 내가 별로임.. 마음이 너무 별로임 바보임"
1517,,"다들 아프구나. 죽고 싶을만큼 힘들었는데 난 시간이 해결해 줬다. 이전에 비해 모든게 나아졌다. 남아있는 상처는 아직까지 못고쳤지만, 언젠간 아물거라는 막연한 희망도 있다. 힘든 시간들을 대하는 데엔 두가지 방법이 있는 것 같다. 싸우거나, 도망치거나. 어느쪽이든 맞다고 생각한다. 어느쪽이든 살아남았다면 후회하지 않는것이 중요하다. 어떤 방식으로든 이겨낸 나를 기특해 해주자. 내가 나를 포기하는 순간, 더이상 나는 없다."
1518,,저에게 가장 큰 선물은 조퇴증 입니다
1519,,떨쳐낼려고 지워버릴려고 애를 써도 우울감만 더 커지고 이제는 빈도수와 시간도 더 늘어만 가요.. 무섭습니다... 뭘해도 자신도 없고 나까짓게 뭘 할 수 있나? 필요로는 하나? 도움이 되기는 하나? 살아서 뭐하나? 라는 생각만 가득합니다.. 누군가에게 이런 내 상태를 알리고 싶어도 맘 편히 다 까놓고 얘기할 사람도 없어요.. 마음에 바위가 눌러앉아 있는 것 같은 이 답답함과 불안함.. 목구멍 안 까지 가득찬 이 울먹임이... 제발 좀 이제 그만하고 싶은데.. 어떻게 해야 되는지... 저는 진짜 아무것도 모르겠어요...
